Experiment,Target_vial,Sources,Volumes_mL,Solids,Weights_g,Heat,Time_h
TFSI_0p74m_FSI_0p12m_NO3_0p55m_CLO4_0p96m_SO4_0p34m_AC_0p72m,A1,E1 E3 A1 E5 A4 A3 B1,0.44 0.41 0.67 0.12 0.55 0.51 4.09,,,True,0.5
