# Time (s), V (V), Current (Amp), Overload
0.000000000000000000e+00,1.000000014901161194e-01,2.427569776773452759e-01,2.427569776773452759e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.000000000000000000e+00,2.000000029802322388e-01,2.427571713924407959e-01,2.427672296762466431e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
2.000000000000000000e+00,3.000000119209289551e-01,2.427584826946258545e-01,2.427826672792434692e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,4.000000059604644775e-01,2.427620887756347656e-01,2.427724003791809082e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e-01,2.427672594785690308e-01,2.427689880132675171e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+00,6.000000238418579102e-01,2.427716553211212158e-01,2.427905052900314331e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
6.000000000000000000e+00,6.999999880790710449e-01,2.427748143672943115e-01,2.427860796451568604e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,8.000000119209289551e-01,2.427781522274017334e-01,2.427828311920166016e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
8.000000000000000000e+00,9.000000357627868652e-01,2.427815943956375122e-01,2.427846640348434448e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+00,2.427835613489151001e-01,2.427715659141540527e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.000000000000000000e+01,1.100000023841857910e+00,2.427831292152404785e-01,2.427739799022674561e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.100000000000000000e+01,1.200000047683715820e+00,2.427806258201599121e-01,2.427757382392883301e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.200000000000000000e+01,1.300000071525573730e+00,2.427778244018554688e-01,2.427845746278762817e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.300000000000000000e+01,1.399999976158142090e+00,2.427767217159271240e-01,2.427802383899688721e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.400000000000000000e+01,1.500000000000000000e+00,2.427776455879211426e-01,2.427796572446823120e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.500000000000000000e+01,1.600000023841857910e+00,2.427792251110076904e-01,2.427795827388763428e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.600000000000000000e+01,1.700000047683715820e+00,2.427801787853240967e-01,2.427846640348434448e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
1.700000000000000000e+01,1.800000071525573730e+00,2.427808642387390137e-01,2.427890896797180176e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.875299930572509766e+00,8.191000000000000000e+03,0.000000000000000000e+00
