# point,freq,zreal,reflected_zimag,zimag,zmod,zphz,zsig,Idc,Vdc,ie_range,gain,vmod,vphz,vsig,vthd,imod,iphz,isig,ithd,zreal_drift,zimag_drift,zmod_drift,zphz_drift
0.0,250019.53125,3894.099853515625,-521.0254516601562,521.0254516601562,3928.801513671875,7.620839118957519,1.0,2.41870850459236e-07,0.08242075145244598,8.0,0.10702990740537643,0.004204992204904556,-96.09213256835936,0.0006213951273821294,0.11342937499284744,1.070299049388268e-06,-103.71297454833984,9.999999747378752e-06,0.1846401393413544,3894.099853515625,521.0254516601562,3928.801513671875,7.620839118957519
1.0,198691.40625,3877.107666015625,-428.26879882812494,428.26879882812494,3900.689453125,6.303389072418213,1.0,5.125582447362832e-07,0.25301459431648254,8.0,0.05357000231742858,0.019523510709404945,108.32398986816406,0.0037935634609311815,0.18067418038845065,5.005143520975253e-06,102.02059173583984,9.999999747378752e-06,0.1460246443748474,3877.107666015625,428.26879882812494,3900.689453125,6.303389072418213
2.0,157792.96875,3902.970947265625,-285.47723388671875,285.47723388671875,3913.3974609375,4.18336820602417,1.0,4.181309236628295e-07,0.3592113256454468,8.0,0.06458558887243271,0.023775577545166012,112.8728256225586,0.003980098757892847,0.1509668231010437,6.075430974306073e-06,108.68946075439452,9.054487577486724e-07,0.13870131969451904,3902.970947265625,285.47723388671875,3913.3974609375,4.18336820602417
3.0,125332.03125,3866.199462890625,-202.0556182861328,202.0556182861328,3871.4755859375,2.9916746616363525,1.0,4.350160622834665e-07,0.43923139572143555,8.0,0.07932677865028381,0.028889354318380356,-167.66983032226562,0.0041968547739088535,0.1346190869808197,7.462103894795291e-06,-170.66151428222656,1.0033129456132883e-06,0.1278505176305771,3866.199462890625,202.0556182861328,3871.4755859375,2.9916746616363525
4.0,99550.78125,3838.7202148437505,-114.99141693115234,114.99141693115234,3840.442138671875,1.715820074081421,1.0,3.1341585327027133e-07,0.5003997683525084,8.0,0.095997117459774,0.034680142998695374,-129.3524627685547,0.0019473792053759096,0.047001205384731286,9.03024738363456e-06,-131.0682830810547,9.999999747378752e-06,0.04563911259174346,3838.7202148437505,114.99141693115234,3840.442138671875,1.715820074081421
5.0,79160.15625,3847.76171875,-52.091133117675774,52.091133117675774,3848.1142578125,0.775624930858612,1.0,2.9938951229269156e-07,0.5392350554466248,8.0,0.12089747935533524,0.04376295581459999,-7.115792751312256,0.002740732626989484,0.05981260538101196,1.1372572771506384e-05,-7.8914170265197745,9.999999747378752e-06,0.0589275024831295,3847.76171875,52.091133117675774,3848.1142578125,0.775624930858612
6.0,62871.09375,3858.6611328125,6.574864387512207,-6.574864387512207,3858.666748046875,-0.09762754291296004,1.0,2.7451488904262083e-07,0.5499378442764281,8.0,0.1710728406906128,0.054601062089204795,-31.59754753112793,0.003937391098588705,0.06900864094495773,1.4150240531307643e-05,-31.499923706054688,1.0066833056043831e-06,0.06913405656814575,3858.6611328125,-6.574864387512207,3858.666748046875,-0.09762754291296004
7.0,49980.46875,3871.442138671875,60.93311309814453,-60.93311309814453,3871.921630859375,-0.9017110466957091,1.0,2.1781559667033437e-07,0.5577881932258606,8.0,0.27943897247314453,0.06324590742588043,164.29193115234375,0.0035586627200245857,0.05613013356924057,1.6334501196979545e-05,165.1936492919922,1.014983354252763e-06,0.06124935671687126,3871.442138671875,-60.93311309814453,3871.921630859375,-0.9017110466957091
8.0,39667.96875,3886.8139648437505,116.33981323242188,-116.33981323242188,3888.5546875,-1.7144609689712524,1.0,1.83787065566321e-07,0.551367998123169,8.0,0.46114885807037354,0.06417153030633926,-84.01335144042967,0.0015452385414391756,0.02188911475241184,1.6502668586326763e-05,-82.29888153076173,9.999999747378752e-06,0.024337204173207283,3886.8139648437505,-116.33981323242188,3888.5546875,-1.7144609689712524
9.0,31582.03125,3903.560302734375,174.76307678222656,-174.76307678222656,3907.470458984375,-2.5634303092956543,1.0,1.6945935499279585e-07,0.5367968082427979,8.0,0.5836834907531737,0.04945747926831245,50.93335723876953,0.0009029903449118136,0.004655997734516859,1.26571603686898e-05,53.49678421020508,9.999999747378752e-06,0.012884538620710371,3903.560302734375,-174.76307678222656,3907.470458984375,-2.5634303092956543
10.0,25019.53125,3927.499755859375,230.5891265869141,-230.5891265869141,3934.262939453125,-3.360059976577759,1.0,1.6073251174475445e-07,0.5356378555297852,8.0,0.6673052906990051,0.04497907683253288,-146.61514282226562,0.0008389348513446749,0.01926877535879612,1.1432656719989607e-05,-143.2550811767578,9.999999747378752e-06,0.015338940545916556,3927.499755859375,-230.5891265869141,3934.262939453125,-3.360059976577759
11.0,19863.28125,3954.607421875,292.0083923339844,-292.0083923339844,3965.373779296875,-4.223059177398682,1.0,1.810711864891346e-07,0.5421491265296936,8.0,0.741947829723358,0.04408927261829376,-133.58489990234375,0.0010248672915622592,0.0018938101129606368,1.1118566362711135e-05,-129.36184692382812,9.999999747378752e-06,0.0034362252335995436,3954.607421875,-292.0083923339844,3965.373779296875,-4.223059177398682
12.0,15682.8701171875,3982.511962890625,358.38299560546875,-358.38299560546875,3998.604736328125,-5.142149925231934,1.0,1.838978818113901e-07,0.5493787527084352,8.0,0.8064769506454467,0.04346373677253723,86.44922637939453,0.0008505769656039774,0.001489040907472372,1.0869725883821957e-05,91.59137725830078,9.999999747378752e-06,0.00380811863578856,3982.511962890625,-358.38299560546875,3998.604736328125,-5.142149925231934
13.0,12597.65625,3996.9887695312495,432.04495239257807,-432.04495239257807,4020.271484375,-6.169297695159912,1.0,1.7342867408842721e-07,0.5641804933547974,8.0,0.8570237755775452,0.042722463607788086,5.162388324737549,0.0009786355076357722,0.0020047251600772142,1.0626760740706231e-05,11.33168601989746,9.999999747378752e-06,0.00316096399910748,3996.9887695312495,-432.04495239257807,4020.271484375,-6.169297695159912
14.0,9895.8330078125,4047.3989257812495,519.931640625,-519.931640625,4080.6577148437505,-7.320164680480957,1.0,1.736992913947688e-07,0.5742762088775635,8.0,0.895046591758728,0.04261700436472893,11.516035079956055,0.0005456966464407742,0.01436283066868782,1.0443661267345304e-05,18.836200714111328,9.999999747378752e-06,0.003681200323626399,4047.3989257812495,-519.931640625,4080.6577148437505,-7.320164680480957
15.0,7910.15625,4098.52587890625,618.7864379882812,-618.7864379882812,4144.97412109375,-8.585548400878906,1.0,1.7356884995933797e-07,0.588632345199585,8.0,0.921084225177765,0.04265554994344711,4.162829875946045,0.0008343753870576621,0.0017387428088113663,1.0290907994203737e-05,12.748379707336424,9.999999747378752e-06,0.004060082603245974,4098.52587890625,-618.7864379882812,4144.97412109375,-8.585548400878906
16.0,6307.87060546875,4144.69921875,733.4562377929686,-733.4562377929686,4209.09619140625,-10.03530979156494,1.0,1.7967562371268286e-07,0.6038838624954224,8.0,0.9414748549461364,0.0430227518081665,82.61260223388672,0.0006161830970086157,0.002052943687886,1.0221376214758491e-05,92.64791107177734,9.999999747378752e-06,0.002614533295854926,4144.69921875,-733.4562377929686,4209.09619140625,-10.03530979156494
17.0,4973.3232421875,4212.1484375,865.7440185546875,-865.7440185546875,4300.1982421875,-11.614541053771973,1.0,1.7190146195389389e-07,0.6203612685203552,8.0,0.9260472059249877,0.042297326028347015,-36.89803314208984,0.0005076716188341379,0.0007858183234930038,9.836133358476218e-06,-25.283493041992188,9.999999747378752e-06,0.0005476251826621592,4212.1484375,-865.7440185546875,4300.1982421875,-11.614541053771973
18.0,3944.3598632812495,4284.56494140625,1012.9379272460936,-1012.9379272460936,4402.67431640625,-13.301389694213867,1.0,1.728666205735863e-07,0.6340321898460388,8.0,0.953890025615692,0.04535046964883804,68.47523498535156,0.00044430911657400424,0.0009692617459222673,1.0300663234374952e-05,81.77661895751953,9.999999747378752e-06,0.0006966890650801361,4284.56494140625,-1012.9379272460936,4402.67431640625,-13.301389694213867
19.0,3144.054931640625,4369.36962890625,1181.376708984375,-1181.376708984375,4526.26123046875,-15.1297025680542,1.0,1.7644008210027098e-07,0.6461718082427979,8.0,0.9680248498916626,0.0459333211183548,106.25365447998045,0.0007132918108254671,0.013155958615243433,1.0148180990654508e-05,121.38334655761717,9.999999747378752e-06,0.0008124475134536624,4369.36962890625,-1181.376708984375,4526.26123046875,-15.1297025680542
20.0,2488.426025390625,4472.166015625,1385.8604736328125,-1385.8604736328125,4681.9736328125,-17.217464447021484,1.0,1.6217228449022514e-07,0.657290518283844,8.0,0.9750753641128541,0.047160744667053216,173.29869079589844,0.0005795962060801685,0.010687144473195076,1.0072833902086131e-05,-169.48385620117188,9.999999747378752e-06,0.00087446830002591,4472.166015625,-1385.8604736328125,4681.9736328125,-17.217464447021484
21.0,1976.6566162109373,4589.05712890625,1615.455322265625,-1615.455322265625,4865.09423828125,-19.393260955810543,1.0,1.4600689723920368e-07,0.6692638993263245,8.0,0.981819748878479,0.04898744821548462,-117.68225860595705,0.0007862692582421005,0.0015610732370987535,1.0069167728943285e-05,-98.28900146484376,9.999999747378752e-06,0.0010823411867022514,4589.05712890625,-1615.455322265625,4865.09423828125,-19.393260955810543
22.0,1582.03125,4724.60546875,1862.6741943359373,-1862.6741943359373,5078.5283203125,-21.516822814941406,1.0,1.4376043111496986e-07,0.682891309261322,8.0,0.9865143895149232,0.051028113812208176,119.14807891845705,0.0006882860907353461,0.0019410767126828432,1.004781552182976e-05,140.66488647460935,9.999999747378752e-06,0.001151261036284268,4724.60546875,-1862.6741943359373,5078.5283203125,-21.516822814941406
23.0,1253.6336669921875,4889.4609375,2171.21044921875,-2171.21044921875,5349.8583984375,-23.94405746459961,1.0,1.4560922068085347e-07,0.6905080676078796,8.0,0.9882484078407288,0.05359262228012085,143.81411743164062,0.0006176323513500392,0.002379907760769129,1.0017577551479915e-05,167.7581787109375,9.999999747378752e-06,0.0011445592390373347,4889.4609375,-2171.21044921875,5349.8583984375,-23.94405746459961
24.0,996.09375,5079.1513671875,2531.537109375,-2531.537109375,5675.0732421875,-26.492462158203125,1.0,1.3537137988350878e-07,0.6949552893638611,8.0,0.990432858467102,0.056876175105571754,-17.877702713012695,0.0006053505931049584,0.0032843740191310644,1.002210410661064e-05,8.614761352539062,9.999999747378752e-06,0.0015056983102113008,5079.1513671875,-2531.537109375,5675.0732421875,-26.492462158203125
25.0,790.028076171875,5301.99169921875,2960.19873046875,-2960.19873046875,6072.3876953125,-29.175418853759766,1.0,1.188082308090088e-07,0.6982382535934448,8.0,0.9926354289054871,0.06085892766714096,-138.46835327148435,0.0003315282228868454,0.0049552409909665585,1.0022238711826503e-05,-109.29293823242188,9.999999747378752e-06,0.0011938238749280572,5301.99169921875,-2960.19873046875,6072.3876953125,-29.175418853759766
26.0,628.8109741210938,5562.61181640625,3457.20263671875,-3457.20263671875,6549.419921875,-31.86124420166016,1.0,1.0823764995393505e-07,0.6997153162956238,8.0,0.9942496418952941,0.06560070067644119,71.04126739501953,0.0008544224547222256,0.006747129373252392,1.0016261512646452e-05,102.90251159667967,9.999999747378752e-06,0.001495121861808002,5562.61181640625,-3457.20263671875,6549.419921875,-31.86124420166016
27.0,496.3235168457031,5573.63525390625,4194.74169921875,-4194.74169921875,6975.7626953125,-36.965274810791016,1.0,9.912459120187121e-08,0.7061649560928345,8.0,0.9682239890098573,0.0679316371679306,98.50535583496092,0.000616666569840163,0.006415531039237976,9.738238077261485e-06,135.4706268310547,9.999999747378752e-06,0.0005140791181474924,5573.63525390625,-4194.74169921875,6975.7626953125,-36.965274810791016
28.0,395.3313293457031,5981.13623046875,4906.08642578125,-4906.08642578125,7735.86962890625,-39.36065673828125,1.0,1.097799398053212e-07,0.7004683017730713,8.0,0.986874222755432,0.07884879410266876,60.84016418457031,0.0010185083374381063,0.010533887892961502,1.0192623449256644e-05,100.20082092285156,9.999999747378752e-06,0.0006640939391218126,5981.13623046875,-4906.08642578125,7735.86962890625,-39.36065673828125
