# point,freq,zreal,zimag,zmod,zphz,zsig,Idc,Vdc,ie_range,gain,vmod,vphz,vsig,vthd,imod,iphz,isig,ithd,zreal_drift,zimag_drift,zmod_drift,zphz_drift
2.000000000000000000e+01,2.488426025390625000e+03,4.478878906250000000e+03,-1.127313232421875000e+03,4.618570312500000000e+03,-1.412763214111328125e+01,1.000000000000000000e+00,1.911544984523061430e-07,4.792868196964263916e-01,8.000000000000000000e+00,9.815420508384704590e-01,4.658135399222373962e-02,1.711794586181640625e+02,5.900934920646250248e-04,1.250428240746259689e-02,1.008566596283344552e-05,-1.746929016113281250e+02,9.999999747378751636e-06,9.648784180171787739e-04,4.478878906250000000e+03,-1.127313232421875000e+03,4.618570312500000000e+03,-1.412763214111328125e+01
2.100000000000000000e+01,1.976656616210937500e+03,4.565929687500000000e+03,-1.330071289062500000e+03,4.755712890625000000e+03,-1.624102592468261719e+01,1.000000000000000000e+00,1.814385655052319635e-07,4.866219460964202881e-01,8.000000000000000000e+00,9.869984388351440430e-01,4.782149940729141235e-02,-1.141963424682617188e+02,3.901669697370380163e-04,1.036228029988706112e-03,1.005558988254051656e-05,-9.795531463623046875e+01,9.999999747378751636e-06,9.830163326114416122e-04,4.565929687500000000e+03,-1.330071289062500000e+03,4.755712890625000000e+03,-1.624102592468261719e+01
2.200000000000000000e+01,1.582031250000000000e+03,4.664723144531250000e+03,-1.566520507812500000e+03,4.920734375000000000e+03,-1.856322669982910156e+01,1.000000000000000000e+00,1.658337538401610800e-07,4.891103804111480713e-01,8.000000000000000000e+00,9.898821711540222168e-01,4.935111850500106812e-02,1.203306121826171875e+02,7.631884072907269001e-04,1.408360083587467670e-03,1.002921726467320696e-05,1.388938446044921875e+02,9.999999747378751636e-06,1.061149174347519875e-03,4.664723144531250000e+03,-1.566520507812500000e+03,4.920734375000000000e+03,-1.856322669982910156e+01
2.300000000000000000e+01,1.253633666992187500e+03,4.791249023437500000e+03,-1.861458984375000000e+03,5.140145507812500000e+03,-2.123176002502441406e+01,1.000000000000000000e+00,1.437311283325470868e-07,4.924904406070709229e-01,8.000000000000000000e+00,9.928457140922546387e-01,5.155534669756889343e-02,1.474988708496093750e+02,9.999999747378751636e-06,1.473922748118638992e-03,1.002993849397171289e-05,1.687306213378906250e+02,9.999999747378751636e-06,1.123496564105153084e-03,4.791249023437500000e+03,-1.861458984375000000e+03,5.140145507812500000e+03,-2.123176002502441406e+01
2.400000000000000000e+01,9.960937500000000000e+02,4.939256347656250000e+03,-2.204247558593750000e+03,5.408785644531250000e+03,-2.404982948303222656e+01,1.000000000000000000e+00,1.247485954536386998e-07,4.935409724712371826e-01,8.000000000000000000e+00,9.933577179908752441e-01,5.411574989557266235e-02,-1.507565498352050781e+01,5.587567575275897980e-04,2.073981333523988724e-03,1.000515658233780414e-05,8.974173545837402344e+00,9.999999747378751636e-06,1.330962521024048328e-03,4.939256347656250000e+03,-2.204247558593750000e+03,5.408785644531250000e+03,-2.404982948303222656e+01
2.500000000000000000e+01,7.900280761718750000e+02,5.108530273437500000e+03,-2.611491455078125000e+03,5.737331054687500000e+03,-2.707621383666992188e+01,1.000000000000000000e+00,1.150063511090593238e-07,5.028331875801086426e-01,8.000000000000000000e+00,9.958742260932922363e-01,5.751865729689598083e-02,-1.364684600830078125e+02,4.648940230254083872e-04,2.480841474607586861e-03,1.002533372229663655e-05,-1.093922500610351562e+02,9.999999747378751636e-06,1.268557040020823479e-03,5.108530273437500000e+03,-2.611491455078125000e+03,5.737331054687500000e+03,-2.707621383666992188e+01
2.600000000000000000e+01,6.288109741210937500e+02,5.319671875000000000e+03,-3.099758789062500000e+03,6.156899414062500000e+03,-3.022924232482910156e+01,1.000000000000000000e+00,1.073899937864553067e-07,5.012237429618835449e-01,8.000000000000000000e+00,9.974411725997924805e-01,6.166586652398109436e-02,7.376342773437500000e+01,5.932165076956152916e-04,3.147868206724524498e-03,1.001573400571942329e-05,1.039926681518554688e+02,9.999999747378751636e-06,1.060835784301161766e-03,5.319671875000000000e+03,-3.099758789062500000e+03,6.156899414062500000e+03,-3.022924232482910156e+01
2.700000000000000000e+01,4.963235168457031250e+02,5.300875488281250000e+03,-3.856826416015625000e+03,6.555485839843750000e+03,-3.603899383544921875e+01,1.000000000000000000e+00,9.763126485040629632e-08,5.055867433547973633e-01,8.000000000000000000e+00,9.686404466629028320e-01,6.366198509931564331e-02,1.001146850585937500e+02,6.524540949612855911e-04,2.681747311726212502e-03,9.711254278954584152e-06,1.361536712646484375e+02,9.999999747378751636e-06,4.407532687764614820e-04,5.300875488281250000e+03,-3.856826416015625000e+03,6.555485839843750000e+03,-3.603899383544921875e+01
2.800000000000000000e+01,3.953313293457031250e+02,5.652507324218750000e+03,-4.547215820312500000e+03,7.254516601562500000e+03,-3.881528472900390625e+01,1.000000000000000000e+00,1.076538609368071775e-07,4.998174905776977539e-01,8.000000000000000000e+00,9.885369539260864258e-01,7.403528690338134766e-02,6.157962036132812500e+01,6.693194154649972916e-04,4.397257696837186813e-03,1.020540639729006216e-05,1.003949050903320312e+02,9.999999747378751636e-06,4.784083284903317690e-04,5.652507324218750000e+03,-4.547215820312500000e+03,7.254516601562500000e+03,-3.881528472900390625e+01
2.900000000000000000e+01,3.155048217773437500e+02,6.038542968750000000e+03,-5.314767089843750000e+03,8.044299316406250000e+03,-4.135231781005859375e+01,1.000000000000000000e+00,1.165419973858661251e-07,5.060276389122009277e-01,8.000000000000000000e+00,9.959630966186523438e-01,8.104730397462844849e-02,-1.744129943847656250e+02,6.413978990167379379e-04,6.266693118959665298e-03,1.007512219075579196e-05,-1.330606842041015625e+02,9.999999747378751636e-06,7.110689184628427029e-04,6.038542968750000000e+03,-5.314767089843750000e+03,8.044299316406250000e+03,-4.135231781005859375e+01
3.000000000000000000e+01,2.493351135253906250e+02,6.529820312500000000e+03,-6.297177246093750000e+03,9.071548828125000000e+03,-4.396094131469726562e+01,1.000000000000000000e+00,1.234216142620425671e-07,5.020509362220764160e-01,8.000000000000000000e+00,9.990113377571105957e-01,9.099313616752624512e-02,4.869098281860351562e+01,8.699768804945051670e-04,8.394260890781879425e-03,1.003060606308281422e-05,9.265191650390625000e+01,9.999999747378751636e-06,8.641936583444476128e-04,6.529820312500000000e+03,-6.297177246093750000e+03,9.071548828125000000e+03,-4.396094131469726562e+01
3.100000000000000000e+01,1.986228790283203125e+02,7.105589355468750000e+03,-7.472613769531250000e+03,1.031161328125000000e+04,-4.644218826293945312e+01,1.000000000000000000e+00,1.245495866442070110e-07,4.881077110767364502e-01,8.000000000000000000e+00,9.973336458206176758e-01,1.029429584741592407e-01,3.154880523681640625e+01,1.187989371828734875e-03,1.091682631522417068e-02,9.983206837205216289e-06,7.799099731445312500e+01,9.999999747378751636e-06,9.782061679288744926e-04,7.105589355468750000e+03,-7.472613769531250000e+03,1.031161328125000000e+04,-4.644218826293945312e+01
3.200000000000000000e+01,1.580056152343750000e+02,7.800782226562500000e+03,-8.840901367187500000e+03,1.179040917968750000e+04,-4.857638168334960938e+01,1.000000000000000000e+00,1.369002120554796420e-07,4.808273017406463623e-01,8.000000000000000000e+00,9.937506318092346191e-01,1.174805015325546265e-01,8.808904266357421875e+01,1.664835028350353241e-03,1.342935673892498016e-02,9.964073797164019197e-06,1.366654205322265625e+02,9.999999747378751636e-06,1.241282443515956402e-03,7.800782226562500000e+03,-8.840901367187500000e+03,1.179040917968750000e+04,-4.857638168334960938e+01
3.300000000000000000e+01,1.255580368041992188e+02,8.543576171875000000e+03,-1.022912011718750000e+04,1.332770019531250000e+04,-5.013065719604492188e+01,1.000000000000000000e+00,1.626640369067899883e-07,5.027363300323486328e-01,8.000000000000000000e+00,9.846261739730834961e-01,1.320532709360122681e-01,-1.490165557861328125e+02,2.340785460546612740e-03,1.716464012861251831e-02,9.908181709761265665e-06,-9.888591003417968750e+01,9.999999747378751636e-06,1.214809133671224117e-03,8.543576171875000000e+03,-1.022912011718750000e+04,1.332770019531250000e+04,-5.013065719604492188e+01
3.400000000000000000e+01,9.973403930664062500e+01,9.550730468750000000e+03,-1.149572656250000000e+04,1.494550781250000000e+04,-5.027996063232421875e+01,1.000000000000000000e+00,1.566322538337772130e-07,5.519735813140869141e-01,8.000000000000000000e+00,9.903812408447265625e-01,1.503286212682723999e-01,-1.471613311767578125e+02,3.987836185842752457e-03,2.561214007437229156e-02,1.005844933388289064e-05,-9.688137817382812500e+01,9.999999747378751636e-06,1.091831829398870468e-03,9.550730468750000000e+03,-1.149572656250000000e+04,1.494550781250000000e+04,-5.027996063232421875e+01
3.500000000000000000e+01,7.878150939941406250e+01,1.070875488281250000e+04,-1.340627343750000000e+04,1.715825195312500000e+04,-5.138260269165039062e+01,1.000000000000000000e+00,1.412222729868517490e-07,5.569940209388732910e-01,8.000000000000000000e+00,9.913128018379211426e-01,1.717438995838165283e-01,-1.462830657958984375e+02,5.503871012479066849e-03,3.098356537520885468e-02,1.000940574158448726e-05,-9.490045928955078125e+01,9.999999747378751636e-06,6.540576578117907047e-04,1.070875488281250000e+04,-1.340627343750000000e+04,1.715825195312500000e+04,-5.138260269165039062e+01
3.600000000000000000e+01,6.291946411132812500e+01,1.193415527343750000e+04,-1.553693847656250000e+04,1.959133789062500000e+04,-5.247159194946289062e+01,1.000000000000000000e+00,1.155248412487708265e-07,5.545328259468078613e-01,8.000000000000000000e+00,9.912499189376831055e-01,1.959009319543838501e-01,-1.458276214599609375e+02,7.122329901903867722e-03,3.542769700288772583e-02,9.999365829571615905e-06,-9.335601806640625000e+01,9.999999747378751636e-06,9.081010939553380013e-04,1.193415527343750000e+04,-1.553693847656250000e+04,1.959133789062500000e+04,-5.247159194946289062e+01
3.700000000000000000e+01,4.986701965332031250e+01,1.360797656250000000e+04,-1.790579687500000000e+04,2.248987695312500000e+04,-5.276603698730468750e+01,1.000000000000000000e+00,1.450284230486431625e-07,5.543257594108581543e-01,8.000000000000000000e+00,9.926217794418334961e-01,2.252100259065628052e-01,-1.463146820068359375e+02,9.928648360073566437e-03,4.349730536341667175e-02,1.001383952825563028e-05,-9.354864501953125000e+01,9.999999747378751636e-06,7.913061417639255524e-04,1.360797656250000000e+04,-1.790579687500000000e+04,2.248987695312500000e+04,-5.276603698730468750e+01
3.800000000000000000e+01,3.972457504272460938e+01,1.547400878906250000e+04,-2.044759765625000000e+04,2.564272265625000000e+04,-5.288286972045898438e+01,1.000000000000000000e+00,1.412725794125435641e-07,5.541676878929138184e-01,8.000000000000000000e+00,9.932041764259338379e-01,2.565776705741882324e-01,-1.454491119384765625e+02,1.360870525240898132e-02,5.236324667930603027e-02,1.000586780719459057e-05,-9.256623840332031250e+01,9.999999747378751636e-06,8.116884273476898670e-04,1.547400878906250000e+04,-2.044759765625000000e+04,2.564272265625000000e+04,-5.288286972045898438e+01
3.900000000000000000e+01,3.145973205566406250e+01,1.769622265625000000e+04,-2.337307031250000000e+04,2.931649218750000000e+04,-5.286990356445312500e+01,1.000000000000000000e+00,1.159240028414387780e-07,5.498638749122619629e-01,8.000000000000000000e+00,9.939968585968017578e-01,2.933988869190216064e-01,-1.446403961181640625e+02,1.850404776632785797e-02,6.226537376642227173e-02,1.000798056338680908e-05,-9.177049255371093750e+01,9.999999747378751636e-06,9.062171448022127151e-04,1.769622265625000000e+04,-2.337307031250000000e+04,2.931649218750000000e+04,-5.286990356445312500e+01
4.000000000000000000e+01,2.493350982666015625e+01,2.017474414062500000e+04,-2.626759375000000000e+04,3.312109375000000000e+04,-5.247404861450195312e+01,1.000000000000000000e+00,1.227901833544819965e-07,5.554931759834289551e-01,8.000000000000000000e+00,9.944773316383361816e-01,3.313710093498229980e-01,-1.436266326904296875e+02,2.541539818048477173e-02,7.575123757123947144e-02,1.000483371171867475e-05,-9.115258789062500000e+01,9.999999747378751636e-06,1.002234988845884800e-03,2.017474414062500000e+04,-2.626759375000000000e+04,3.312109375000000000e+04,-5.247404861450195312e+01
4.100000000000000000e+01,1.986228752136230469e+01,2.302687304687500000e+04,-2.961352148437500000e+04,3.751263281250000000e+04,-5.213208770751953125e+01,1.000000000000000000e+00,1.023115814291486458e-07,5.484518408775329590e-01,8.000000000000000000e+00,9.953150749206542969e-01,3.754423856735229492e-01,-1.427832489013671875e+02,3.381282836198806763e-02,8.893480896949768066e-02,1.000842439680127427e-05,-9.065116119384765625e+01,9.999999747378751636e-06,1.060751383192837238e-03,2.302687304687500000e+04,-2.961352148437500000e+04,3.751263281250000000e+04,-5.213208770751953125e+01
4.200000000000000000e+01,1.578282833099365234e+01,2.651196093750000000e+04,-3.374908984375000000e+04,4.291719140625000000e+04,-5.184821319580078125e+01,1.000000000000000000e+00,1.053479508072996396e-07,5.272501111030578613e-01,8.000000000000000000e+00,9.957845211029052734e-01,4.293743073940277100e-01,-1.421118011474609375e+02,4.496820643544197083e-02,1.034521907567977905e-01,1.000471638690214604e-05,-9.026358795166015625e+01,9.999999747378751636e-06,1.204446540214121342e-03,2.651196093750000000e+04,-3.374908984375000000e+04,4.291719140625000000e+04,-5.184821319580078125e+01
4.300000000000000000e+01,1.246675491333007812e+01,3.067178125000000000e+04,-3.864571484375000000e+04,4.933811328125000000e+04,-5.156217193603515625e+01,1.000000000000000000e+00,1.357658305778386421e-07,4.981886744499206543e-01,8.000000000000000000e+00,9.961458444595336914e-01,4.935601353645324707e-01,-1.415061187744140625e+02,5.909825861454010010e-02,1.182889342308044434e-01,1.000362863123882562e-05,-8.994394683837890625e+01,9.999999747378751636e-06,1.282038865610957146e-03,3.067178125000000000e+04,-3.864571484375000000e+04,4.933811328125000000e+04,-5.156217193603515625e+01
4.400000000000000000e+01,9.973403930664062500e+00,3.497858984375000000e+04,-4.378503125000000000e+04,5.604132812500000000e+04,-5.137965774536132812e+01,1.000000000000000000e+00,1.783594996140891453e-07,4.715224206447601318e-01,8.000000000000000000e+00,9.964117407798767090e-01,5.605628490447998047e-01,-1.410778350830078125e+02,7.453491538763046265e-02,1.313729286193847656e-01,1.000266911432845518e-05,-8.969817352294921875e+01,9.999999747378751636e-06,1.163208042271435261e-03,3.497858984375000000e+04,-4.378503125000000000e+04,5.604132812500000000e+04,-5.137965774536132812e+01
4.500000000000000000e+01,7.878151416778564453e+00,3.995355859375000000e+04,-4.967494921875000000e+04,6.374862500000000000e+04,-5.119028091430664062e+01,1.000000000000000000e+00,2.141716777259716764e-07,4.425982832908630371e-01,8.000000000000000000e+00,9.969224929809570312e-01,6.378130316734313965e-01,-1.406778869628906250e+02,9.166080504655838013e-02,1.419997662305831909e-01,1.000512565951794386e-05,-8.948760223388671875e+01,9.999999747378751636e-06,1.368024968542158604e-03,3.995355859375000000e+04,-4.967494921875000000e+04,6.374862500000000000e+04,-5.119028091430664062e+01
4.600000000000000000e+01,6.275100231170654297e+00,4.558544531250000000e+04,-5.612628906250000000e+04,7.230625000000000000e+04,-5.091669845581054688e+01,1.000000000000000000e+00,2.045702842679020250e-07,3.922513723373413086e-01,8.000000000000000000e+00,9.974592328071594238e-01,7.234516739845275879e-01,-1.402418670654296875e+02,1.040726304054260254e-01,1.421403288841247559e-01,1.000538395601324737e-05,-8.932516479492187500e+01,9.999999747378751636e-06,1.140124746598303318e-03,4.558544531250000000e+04,-5.612628906250000000e+04,7.230625000000000000e+04,-5.091669845581054688e+01
4.700000000000000000e+01,5.013369083404541016e+00,5.146883203125000000e+04,-6.200343359375000000e+04,8.058204687500000000e+04,-5.030405426025390625e+01,1.000000000000000000e+00,1.305714789623380057e-07,3.235661983489990234e-01,8.000000000000000000e+00,9.978485703468322754e-01,8.061349391937255859e-01,-1.394979705810546875e+02,1.061367541551589966e-01,1.300973594188690186e-01,1.000390329863876104e-05,-8.919391632080078125e+01,9.999999747378751636e-06,1.045564538799226284e-03,5.146883203125000000e+04,-6.200343359375000000e+04,8.058204687500000000e+04,-5.030405426025390625e+01
