# point,freq,zreal,reflected_zimag,zimag,zmod,zphz,zsig,Idc,Vdc,ie_range,gain,vmod,vphz,vsig,vthd,imod,iphz,isig,ithd,zreal_drift,zimag_drift,zmod_drift,zphz_drift
0.0,250019.53125,147.6652374267578,-3.8030276298522954,3.8030276298522954,147.71420288085935,1.4752914905548096,1.0,1.4168948681003712e-08,0.40113711357116694,8.0,0.3838070333003998,0.0005669374950230122,-146.26368713378906,0.0002613649412523955,0.3129563629627228,3.8380703699658625e-06,-147.7389678955078,9.999999747378752e-06,0.028667420148849487,147.6652374267578,3.8030276298522954,147.71420288085935,1.4752914905548096
1.0,198691.40625,144.95372009277344,7.289762020111085,-7.289762020111085,145.13690185546875,-2.878994941711426,1.0,3.369541445863433e-08,0.47638052701950073,8.0,0.43906038999557495,0.0016603099647909403,21.755771636962887,0.0004048226110171527,0.06837451457977295,1.1439612535468768e-05,24.634763717651367,9.999999747378752e-06,0.0098340455442667,144.95372009277344,-7.289762020111085,145.13690185546875,-2.878994941711426
2.0,157792.96875,147.66107177734375,18.36354637145996,-18.36354637145996,148.7985687255859,-7.089066982269287,1.0,1.2843428010000935e-07,0.4953534603118896,8.0,0.5090944170951843,0.0017253325786441565,83.53899383544922,0.00036892204661853606,0.03496536985039711,1.1595088835747445e-05,90.62805938720705,9.999999747378752e-06,0.006797461304813624,147.66107177734375,-18.36354637145996,148.7985687255859,-7.089066982269287
3.0,125332.03125,145.26991271972656,28.30604362487793,-28.30604362487793,148.001953125,-11.026005744934082,1.0,-1.3447404967337206e-08,0.5099719166755676,8.0,0.5868715047836304,0.0017061303369700909,-99.0211181640625,9.999999747378752e-06,0.0677538737654686,1.1527754395501688e-05,-87.9951171875,9.999999747378752e-06,0.009555106982588768,145.26991271972656,-28.30604362487793,148.001953125,-11.026005744934082
4.0,99550.78125,148.91497802734375,41.281761169433594,-41.281761169433594,154.5310821533203,-15.494277954101562,1.0,2.1287544882397927e-07,0.5204607248306273,8.0,0.6478984951972961,0.0017060028621926904,-93.87479400634764,9.999999747378752e-06,0.028252657502889637,1.1039868695661424e-05,-78.3805160522461,9.999999747378752e-06,0.0037689490709453826,148.91497802734375,-41.281761169433594,154.5310821533203,-15.494277954101562
5.0,79160.15625,152.6884613037109,55.70278930664063,-55.70278930664063,162.53173828125,-20.04264640808105,1.0,2.0079717444332346e-07,0.5288793444633484,8.0,0.7311583757400512,0.0018341832328587768,-152.8940887451172,9.999999747378752e-06,0.09635726362466812,1.1285076652711725e-05,-132.8514404296875,9.999999747378752e-06,0.0017830022843554616,152.6884613037109,-55.70278930664063,162.53173828125,-20.04264640808105
6.0,62871.09375,157.6636962890625,69.44096374511719,-69.44096374511719,172.2785186767578,-23.77048110961914,1.0,2.2029263391232237e-07,0.5302276611328125,8.0,0.8021306395530701,0.0018900129944086077,-123.65001678466795,9.999999747378752e-06,0.018613638356328007,1.0970682524202855e-05,-99.87953186035155,9.999999747378752e-06,0.002251693978905678,157.6636962890625,-69.44096374511719,172.2785186767578,-23.77048110961914
7.0,49980.46875,161.898681640625,86.46923065185545,-86.46923065185545,183.543212890625,-28.1064395904541,1.0,2.0055804839103078e-07,0.5661565065383911,8.0,0.8560163378715515,0.001958732958883047,7.136954307556152,9.999999747378752e-06,0.061625171452760696,1.0671781637938691e-05,35.24339294433594,9.999999747378752e-06,0.004757361952215433,161.898681640625,-86.46923065185545,183.543212890625,-28.1064395904541
8.0,39667.96875,168.1873321533203,105.9477767944336,-105.9477767944336,198.77603149414065,-32.208431243896484,1.0,2.1069448052912773e-07,0.5749943852424622,8.0,0.8983467221260071,0.0020860559307038784,78.8381576538086,9.999999747378752e-06,0.03242611140012741,1.0494504749658516e-05,111.04659271240234,9.999999747378752e-06,0.004673791117966175,168.1873321533203,-105.9477767944336,198.77603149414065,-32.208431243896484
9.0,31582.03125,175.77734375,127.17914581298828,-127.17914581298828,216.96131896972656,-35.88664245605469,1.0,2.0021386148982853e-07,0.6192163228988647,8.0,0.9266210198402404,0.0022378989960998297,-145.40968322753906,9.999999747378752e-06,0.019541285932064056,1.0314736755390184e-05,-109.5230484008789,9.999999747378752e-06,0.00613411096855998,175.77734375,-127.17914581298828,216.96131896972656,-35.88664245605469
10.0,25019.53125,185.27438354492188,152.3509521484375,-152.3509521484375,239.86956787109372,-39.4304313659668,1.0,2.341934361993481e-07,0.6403811573982239,8.0,0.945770025253296,0.0024482656735926862,-14.818290710449219,0.00045227163354866207,0.09759784489870071,1.0206654224020895e-05,24.612140655517575,9.999999747378752e-06,0.005421845708042383,185.27438354492188,-152.3509521484375,239.86956787109372,-39.4304313659668
11.0,19863.28125,196.25027465820312,183.21038818359372,-183.21038818359372,268.47760009765625,-43.0318489074707,1.0,2.0841821424255613e-07,0.6590192317962646,8.0,0.9604564905166626,0.00272646639496088,68.58970642089844,9.999999747378752e-06,0.011148949153721333,1.015528596326476e-05,111.62155151367188,9.999999747378752e-06,0.0018035897519439457,196.25027465820312,-183.21038818359372,268.47760009765625,-43.0318489074707
12.0,15682.8701171875,209.763671875,219.5964508056641,-219.5964508056641,303.6830444335937,-46.31190490722656,1.0,1.246628755779966e-07,0.6752352118492126,8.0,0.9705209136009216,0.003068652702495456,-38.56798553466797,9.999999747378752e-06,0.008293758146464825,1.010478808893822e-05,7.743919372558594,9.999999747378752e-06,0.002472007181495428,209.763671875,-219.5964508056641,303.6830444335937,-46.31190490722656
13.0,12597.65625,225.3934631347656,259.2496032714844,-259.2496032714844,343.52960205078125,-48.996070861816406,1.0,1.9332725287313226e-07,0.6924540996551514,8.0,0.9775230884552002,0.0034600808285176754,-101.32406616210936,9.999999747378752e-06,0.007491139229387045,1.0072148143080994e-05,-52.32799911499024,9.999999747378752e-06,0.0028572191949933767,225.3934631347656,-259.2496032714844,343.52960205078125,-48.996070861816406
14.0,9895.8330078125,245.0586395263672,311.7852478027344,-311.7852478027344,396.56497192382807,-51.833171844482415,1.0,1.2419270944974414e-07,0.705171763896942,8.0,0.9823598265647888,0.003985271789133549,-96.98918914794922,9.999999747378752e-06,0.05467802286148071,1.0049479897134006e-05,-45.1560173034668,9.999999747378752e-06,0.002252147300168872,245.0586395263672,-311.7852478027344,396.56497192382807,-51.833171844482415
15.0,7910.15625,266.9491882324219,362.9459228515625,-362.9459228515625,450.54592895507807,-53.66526794433594,1.0,1.5337694492245646e-07,0.7483788728713989,8.0,0.9851936697959902,0.004518456291407347,-79.77428436279295,9.999999747378752e-06,0.0038892982993274927,1.0028847100329584e-05,-26.10902404785156,9.999999747378752e-06,0.0028994018211960793,266.9491882324219,-362.9459228515625,450.54592895507807,-53.66526794433594
16.0,6307.87060546875,295.0145263671875,411.4934387207031,-411.4934387207031,506.32046508789057,-54.36189270019531,1.0,1.2817469041692678e-07,0.8328588604927064,8.0,0.9900929331779481,0.005088383797556162,11.895981788635252,9.999999747378752e-06,0.005515187978744506,1.0049729098682292e-05,66.25786590576172,9.999999747378752e-06,0.0019530784338712688,295.0145263671875,-411.4934387207031,506.32046508789057,-54.36189270019531
17.0,4973.3232421875,329.7471923828125,491.8180541992188,-491.8180541992188,592.1302490234375,-56.15950012207031,1.0,1.2477475763716939e-07,0.8356348872184753,8.0,0.9630504846572878,0.005759573541581632,-106.7182388305664,9.999999747378752e-06,0.0041480110958218575,9.726869393489325e-06,-50.55873489379882,9.999999747378752e-06,0.0005818589706905185,329.7471923828125,-491.8180541992188,592.1302490234375,-56.15950012207031
18.0,3944.3598632812495,369.99212646484375,580.0971069335938,-580.0971069335938,688.045654296875,-57.46983337402344,1.0,1.221599461587175e-07,0.8420313000679016,8.0,0.9807271361351011,0.007006746716797352,3.3315954208374023,9.999999747378752e-06,0.0026051623281091447,1.0183548511122352e-05,60.80142974853516,9.999999747378752e-06,0.0006392206414602697,369.99212646484375,-580.0971069335938,688.045654296875,-57.46983337402344
19.0,3144.054931640625,417.27142333984375,681.2312622070312,-681.2312622070312,798.868896484375,-58.51147079467773,1.0,1.625635377422441e-07,0.8478066325187683,8.0,0.9897170662879946,0.008061917498707771,56.11838912963867,9.999999747378752e-06,0.013015848584473131,1.009166589938104e-05,114.62986755371092,9.999999747378752e-06,0.0008408676949329673,417.27142333984375,-681.2312622070312,798.868896484375,-58.51147079467773
20.0,2488.426025390625,474.1166076660156,784.697021484375,-784.697021484375,916.8074951171875,-58.85948181152344,1.0,1.838765655293173e-07,0.8737999200820922,8.0,0.9952285289764403,0.009219128638505936,112.52354431152344,9.999999747378752e-06,0.01535656489431858,1.0055687198473606e-05,171.38302612304688,9.999999747378752e-06,0.0009991227416321635,474.1166076660156,-784.697021484375,916.8074951171875,-58.85948181152344
21.0,1976.6566162109373,540.8690795898438,918.3496704101561,-918.3496704101561,1065.7886962890625,-59.50371551513672,1.0,1.8759732256512507e-07,0.8806856870651245,8.0,0.9972359538078307,0.01067938469350338,-171.9856719970703,0.00017070214380510151,0.0024395668879151344,1.0020170520874672e-05,-112.4819564819336,9.999999747378752e-06,0.0013633003691211343,540.8690795898438,-918.3496704101561,1065.7886962890625,-59.50371551513672
22.0,1582.03125,612.145751953125,1046.4791259765625,-1046.4791259765625,1212.3699951171875,-59.674182891845696,1.0,1.8436622895023902e-07,0.9002865552902221,8.0,0.9989340305328368,0.012144344858825207,71.80865478515625,9.999999747378752e-06,0.004367216024547815,1.0017028216680046e-05,131.4828338623047,9.999999747378752e-06,0.0009875523392111063,612.145751953125,-1046.4791259765625,1212.3699951171875,-59.674182891845696
23.0,1253.6336669921875,703.4143676757812,1221.246337890625,-1221.246337890625,1409.3382568359375,-60.05888366699219,1.0,2.1346856726722763e-07,0.9065687060356141,8.0,1.0001170635223389,0.014110072515904903,102.03358459472656,0.000370941124856472,0.004119929857552052,1.0011842277890535e-05,162.09246826171875,9.999999747378752e-06,0.0012694906909018755,703.4143676757812,-1221.246337890625,1409.3382568359375,-60.05888366699219
24.0,996.09375,811.272705078125,1446.94140625,-1446.94140625,1658.8558349609375,-60.721473693847656,1.0,2.1338209421628562e-07,0.8999096751213074,8.0,1.0022946596145628,0.016624679788947105,-57.5187873840332,9.999999747378752e-06,0.005407854914665222,1.0021773960033896e-05,3.2026913166046143,9.999999747378752e-06,0.0014126241439953446,811.272705078125,-1446.94140625,1658.8558349609375,-60.721473693847656
25.0,790.028076171875,931.5769653320312,1678.5245361328125,-1678.5245361328125,1919.7082519531248,-60.96983337402344,1.0,2.126573264149556e-07,0.908689022064209,8.0,1.0031907558441162,0.019214246422052383,-176.30181884765625,9.999999747378752e-06,0.0067260717041790485,1.000894098979188e-05,-115.33197784423828,9.999999747378752e-06,0.001498260418884456,931.5769653320312,-1678.5245361328125,1919.7082519531248,-60.96983337402344
26.0,628.8109741210938,1076.047607421875,1957.6325683593752,-1957.6325683593752,2233.87646484375,-61.20382308959961,1.0,2.3148322725319306e-07,0.9124364852905272,8.0,1.002437949180603,0.022321999073028564,38.23932266235352,0.00039100629510357976,0.00886584911495447,9.992495506594423e-06,99.44315338134764,9.999999747378752e-06,0.0014769609551876783,1076.047607421875,-1957.6325683593752,2233.87646484375,-61.20382308959961
35.0,78.78150939941406,3645.2783203125,7641.47998046875,-7641.47998046875,8466.419921875,-64.4970703125,1.0,1.5134477848732786e-07,0.9755451083183287,8.0,0.9947683811187744,0.08469121903181075,-159.12417602539062,0.0046880170702934265,0.05451407283544541,1.0003191164287273e-05,-94.62709808349608,9.999999747378752e-06,0.0008046251023188233,3645.2783203125,-7641.47998046875,8466.419921875,-64.4970703125
36.0,62.919464111328125,4187.41455078125,8868.0,-8868.0,9806.9296875,-64.7236099243164,1.0,1.282798791635287e-07,0.9832152128219603,8.0,0.9951644539833069,0.09810834378004074,-157.83575439453125,0.006380130536854267,0.06335289031267166,1.0003981515183112e-05,-93.11214447021484,9.999999747378752e-06,0.0006523074698634446,4187.41455078125,-8868.0,9806.9296875,-64.7236099243164
37.0,49.86701965332031,4903.16357421875,10506.21875,-10506.21875,11594.03515625,-64.98193359375,1.0,1.1773170882634076e-07,0.9827312827110289,8.0,0.9960135817527771,0.11603928357362749,-158.29110717773435,0.00853140652179718,0.072703093290329,1.0008532626670784e-05,-93.30917358398435,9.999999747378752e-06,0.0007714013918302953,4903.16357421875,-10506.21875,11594.03515625,-64.98193359375
