# time, vf, vu, im, vsig, overload, stop_test
0.02	-8.1344035e-05	0.0	-1.4058157e-05	-0.0002117008	8191	0
0.04	0.0019435167	0.0	8.346674e-06	0.0017883033	8191	0
0.06	0.0038904373	0.0	1.9402236e-05	0.0037882924	8191	0
0.08	0.0059137675	0.0	2.964097e-05	0.0057843924	8191	0
0.099999994	0.0077029457	0.0	3.8546197e-05	0.0077883005	8191	0
0.12	0.009643485	0.0	4.8275284e-05	0.009782836	8191	0
0.14	0.011608697	0.0	5.8103473e-05	0.011786729	8191	0
0.16	0.013867041	0.0	6.9417794e-05	0.013786733	8191	0
0.17999999	0.015841514	0.0	7.929886e-05	0.015785947	8191	0
0.19999999	0.017846301	0.0	8.9335415e-05	0.017782047	8191	0
0.22	0.019851318	0.0	9.93251e-05	0.019782051	8191	0
0.24	0.021842362	0.0	0.000109306086	0.021782055	8191	0
0.26	0.02383413	0.0	0.00011930626	0.02378127	8191	0
0.28	0.025826545	0.0	0.00012926175	0.025781274	8191	0
0.29999998	0.027800286	0.0	0.00013915024	0.027781263	8191	0
0.32	0.029850034	0.0	0.00014933757	0.029781267	8191	0
0.34	0.031799126	0.0	0.00015908387	0.03178127	8191	0
0.35999998	0.033804934	0.0	0.00016909135	0.033780485	8191	0
0.38	0.035804257	0.0	0.00017913246	0.03578049	8191	0
0.39999998	0.03780919	0.0	0.00018915153	0.03778048	8191	0
0.42	0.03977004	0.0	0.00019896233	0.039780483	8191	0
0.44	0.041798472	0.0	0.00020907997	0.041780487	8191	0
0.45999998	0.043774396	0.0	0.00021897483	0.0437797	8191	0
0.48	0.045779824	0.0	0.00022903863	0.045779705	8191	0
0.5	0.047757875	0.0	0.00023892475	0.04777971	8191	0
0.52	0.049765665	0.0	0.00024892495	0.0497797	8191	0
0.53999996	0.0517343	0.0	0.00025879455	0.051779702	8191	0
0.56	0.053781096	0.0	0.00026901648	0.053779706	8191	0
0.58	0.055744134	0.0	0.00027885026	0.05577892	8191	0
0.59999996	0.057746436	0.0	0.00028885622	0.057778925	8191	0
0.62	0.059721805	0.0	0.00029875274	0.05977893	8191	0
0.64	0.061703067	0.0	0.00030866874	0.061778918	8191	0
0.65999997	0.06370891	0.0	0.0003186844	0.06377892	8191	0
0.68	0.06571472	0.0	0.00032870358	0.065778136	8191	0
0.7	0.06769414	0.0	0.0003386122	0.06777814	8191	0
0.71999997	0.06969123	0.0	0.00034862757	0.069778144	8191	0
0.74	0.071681224	0.0	0.0003585352	0.07177813	8191	0
0.76	0.073697105	0.0	0.00036863092	0.07377814	8191	0
0.78	0.07566872	0.0	0.00037851607	0.07577737	8191	0
0.79999995	0.07767597	0.0	0.0003885432	0.077777356	8191	0
0.82	0.07968718	0.0	0.0003985894	0.07977736	8191	0
0.84	0.081650995	0.0	0.00040842194	0.081777364	8191	0
0.85999995	0.083680205	0.0	0.0004185594	0.08377735	8191	0
0.88	0.085662	0.0	0.0004284643	0.08577658	8191	0
0.9	0.08763361	0.0	0.00043835564	0.08777657	8191	0
0.91999996	0.089640886	0.0	0.00044839008	0.089776576	8191	0
0.94	0.091649555	0.0	0.00045844633	0.09177658	8191	0
0.96	0.09364431	0.0	0.00046838576	0.09377658	8191	0
0.97999996	0.0956049	0.0	0.00047819962	0.09577657	8191	0
1.0	0.09760446	0.0	0.00048818838	0.0977758	8191	0
1.02	0.099631585	0.0	0.0004983465	0.09977579	8191	0
1.04	0.10160406	0.0	0.00050820544	0.101775795	8191	0
1.06	0.103579745	0.0	0.0005181118	0.1037758	8191	0
1.0799999	0.1055931	0.0	0.0005281943	0.1057758	8191	0
1.1	0.10760455	0.0	0.000538232	0.10777502	8191	0
1.12	0.10982344	0.0	0.000551394	0.10977502	8191	0
1.14	0.11183216	0.0	0.0005614548	0.11177501	8191	0
1.16	0.113827124	0.0	0.00057144056	0.11377892	8191	0
1.18	0.11580186	0.0	0.00058138586	0.11577892	8191	0
1.1999999	0.11780542	0.0	0.000591395	0.11777893	8191	0
1.22	0.11982093	0.0	0.00060151727	0.119778916	8191	0
1.24	0.121814035	0.0	0.0006115574	0.121778145	8191	0
1.26	0.123811714	0.0	0.00062155	0.123778135	8191	0
1.28	0.1257978	0.0	0.0006315416	0.12577814	8191	0
1.3	0.1278186	0.0	0.0006417286	0.12777814	8191	0
1.3199999	0.12984651	0.0	0.00065184827	0.12977815	8191	0
