# point,freq,zreal,zimag,zmod,zphz,zsig,Idc,Vdc,ie_range,gain,vmod,vphz,vsig,vthd,imod,iphz,isig,ithd,zreal_drift,zimag_drift,zmod_drift,zphz_drift
2.300000000000000000e+01,5.022321472167968750e+02,3.918117968750000000e+04,-7.489932128906250000e+03,3.989064843750000000e+04,-1.082218170166015625e+01,1.000000000000000000e+00,8.512422766671079444e-08,9.431184530258178711e-01,8.000000000000000000e+00,9.441977143287658691e-01,3.910276293754577637e-01,1.567264862060546875e+02,3.424937138333916664e-03,8.370878174901008606e-03,9.802489330468233675e-06,1.675486602783203125e+02,9.999999747378751636e-06,3.024889621883630753e-03,3.918117968750000000e+04,-7.489932128906250000e+03,3.989064843750000000e+04,-1.082218170166015625e+01
2.400000000000000000e+01,4.001524353027343750e+02,4.015986328125000000e+04,-7.862893554687500000e+03,4.092236328125000000e+04,-1.107780075073242188e+01,1.000000000000000000e+00,7.776850452501093969e-08,9.476410746574401855e-01,8.000000000000000000e+00,9.718207716941833496e-01,4.211957156658172607e-01,1.142751922607421875e+02,5.649611353874206543e-03,1.310755964368581772e-02,1.029255599860334769e-05,1.253529891967773438e+02,9.999999747378751636e-06,3.778149373829364777e-03,4.015986328125000000e+04,-7.862893554687500000e+03,4.092236328125000000e+04,-1.107780075073242188e+01
2.500000000000000000e+01,3.155048217773437500e+02,4.119622265625000000e+04,-8.393223632812500000e+03,4.204253515625000000e+04,-1.151570129394531250e+01,1.000000000000000000e+00,7.656223743879309040e-08,9.469790458679199219e-01,8.000000000000000000e+00,9.857476353645324707e-01,4.264503717422485352e-01,-1.539076232910156250e+02,7.872178219258785248e-03,1.823947392404079437e-02,1.014330700854770839e-05,-1.423919219970703125e+02,9.999999747378751636e-06,4.122328478842973709e-03,4.119622265625000000e+04,-8.393223632812500000e+03,4.204253515625000000e+04,-1.151570129394531250e+01
2.600000000000000000e+01,2.520161285400390625e+02,4.218049609375000000e+04,-9.022274414062500000e+03,4.313462500000000000e+04,-1.207345199584960938e+01,1.000000000000000000e+00,7.830327319879870629e-08,9.446375370025634766e-01,8.000000000000000000e+00,9.913918375968933105e-01,4.338160157203674316e-01,9.255212402343750000e+01,1.027325354516506195e-02,2.339363284409046173e-02,1.005725789582356811e-05,1.046255798339843750e+02,9.999999747378751636e-06,4.322613123804330826e-03,4.218049609375000000e+04,-9.022274414062500000e+03,4.313462500000000000e+04,-1.207345199584960938e+01
2.700000000000000000e+01,2.003205108642578125e+02,4.333188671875000000e+04,-9.923793945312500000e+03,4.445373046875000000e+04,-1.289933109283447266e+01,1.000000000000000000e+00,7.817949665422929684e-08,9.319729804992675781e-01,8.000000000000000000e+00,9.930548071861267090e-01,4.452829957008361816e-01,7.089261627197265625e+01,1.298309955745935440e-02,2.881190180778503418e-02,1.001677446765825152e-05,8.379194641113281250e+01,9.999999747378751636e-06,4.277928732335567474e-03,4.333188671875000000e+04,-9.923793945312500000e+03,4.445373046875000000e+04,-1.289933109283447266e+01
2.800000000000000000e+01,1.580056152343750000e+02,4.469682421875000000e+04,-1.113849609375000000e+04,4.606378515625000000e+04,-1.399315261840820312e+01,1.000000000000000000e+00,7.323961881411378272e-08,9.110205769538879395e-01,8.000000000000000000e+00,9.912741184234619141e-01,4.598118364810943604e-01,1.163063735961914062e+02,1.603637263178825378e-02,3.446602448821067810e-02,9.982068149838596582e-06,1.302995300292968750e+02,9.999999747378751636e-06,4.175535868853330612e-03,4.469682421875000000e+04,-1.113849609375000000e+04,4.606378515625000000e+04,-1.399315261840820312e+01
2.900000000000000000e+01,1.255580368041992188e+02,4.568213281250000000e+04,-1.197226074218750000e+04,4.722491015625000000e+04,-1.468565654754638672e+01,1.000000000000000000e+00,7.895211950881275698e-08,9.220728278160095215e-01,8.000000000000000000e+00,9.855765700340270996e-01,4.695347547531127930e-01,-1.189790115356445312e+02,1.876721158623695374e-02,3.946316614747047424e-02,9.942523320205509663e-06,-1.042933578491210938e+02,9.999999747378751636e-06,4.017413128167390823e-03,4.568213281250000000e+04,-1.197226074218750000e+04,4.722491015625000000e+04,-1.468565654754638672e+01
3.000000000000000000e+01,9.973403930664062500e+01,4.656589453125000000e+04,-1.275467773437500000e+04,4.828109765625000000e+04,-1.531795978546142578e+01,1.000000000000000000e+00,8.261342543391947402e-08,9.430575370788574219e-01,8.000000000000000000e+00,9.687511324882507324e-01,4.745685756206512451e-01,5.774092483520507812e+01,2.128938399255275726e-02,4.430888593196868896e-02,9.829283044382464141e-06,7.305888366699218750e+01,9.999999747378751636e-06,3.848270978778600693e-03,4.656589453125000000e+04,-1.275467773437500000e+04,4.828109765625000000e+04,-1.531795978546142578e+01
3.100000000000000000e+01,7.944915008544921875e+01,4.736633593750000000e+04,-1.326625976562500000e+04,4.918905468750000000e+04,-1.564638042449951172e+01,1.000000000000000000e+00,7.372500476776622236e-08,9.733875989913940430e-01,8.000000000000000000e+00,9.909446239471435547e-01,5.031594634056091309e-01,-1.120317535400390625e+02,2.632869407534599304e-02,5.106600373983383179e-02,1.022909418679773808e-05,-9.638537597656250000e+01,9.999999747378751636e-06,3.488605841994285583e-03,4.736633593750000000e+04,-1.326625976562500000e+04,4.918905468750000000e+04,-1.564638042449951172e+01
3.200000000000000000e+01,6.291946411132812500e+01,4.872033203125000000e+04,-1.490720312500000000e+04,5.094992968750000000e+04,-1.701280021667480469e+01,1.000000000000000000e+00,7.461964912636176450e-08,9.657788276672363281e-01,8.000000000000000000e+00,9.918854236602783203e-01,5.099830031394958496e-01,-1.115039596557617188e+02,2.952106669545173645e-02,5.651875957846641541e-02,1.000949396257055923e-05,-9.449115753173828125e+01,9.999999747378751636e-06,3.090646350756287575e-03,4.872033203125000000e+04,-1.490720312500000000e+04,5.094992968750000000e+04,-1.701280021667480469e+01
3.300000000000000000e+01,4.986701965332031250e+01,5.032882031250000000e+04,-1.678221875000000000e+04,5.305311328125000000e+04,-1.844104003906250000e+01,1.000000000000000000e+00,7.571489391011709813e-08,9.555276036262512207e-01,8.000000000000000000e+00,9.931615591049194336e-01,5.312137603759765625e-01,-1.129001541137695312e+02,3.416363149881362915e-02,6.354384124279022217e-02,1.001286545943003148e-05,-9.445911407470703125e+01,9.999999747378751636e-06,2.827721182256937027e-03,5.032882031250000000e+04,-1.678221875000000000e+04,5.305311328125000000e+04,-1.844104003906250000e+01
3.400000000000000000e+01,3.972457504272460938e+01,5.195292187500000000e+04,-1.899006835937500000e+04,5.531481250000000000e+04,-2.007859992980957031e+01,1.000000000000000000e+00,8.576703436347088427e-08,9.440931081771850586e-01,8.000000000000000000e+00,9.940213561058044434e-01,5.536270737648010254e-01,-1.133630218505859375e+02,3.944278880953788757e-02,7.038615643978118896e-02,1.000865722744492814e-05,-9.328442382812500000e+01,9.999999747378751636e-06,2.649768954142928123e-03,5.195292187500000000e+04,-1.899006835937500000e+04,5.531481250000000000e+04,-2.007859992980957031e+01
3.500000000000000000e+01,3.167229652404785156e+01,5.375008593750000000e+04,-2.162362109375000000e+04,5.793662500000000000e+04,-2.191488838195800781e+01,1.000000000000000000e+00,8.386829364326331415e-08,9.290083050727844238e-01,8.000000000000000000e+00,9.944939613342285156e-01,5.796417593955993652e-01,-1.142685317993164062e+02,4.589213058352470398e-02,7.823179662227630615e-02,1.000475458567962050e-05,-9.235364532470703125e+01,9.999999747378751636e-06,2.381305210292339325e-03,5.375008593750000000e+04,-2.162362109375000000e+04,5.793662500000000000e+04,-2.191488838195800781e+01
3.600000000000000000e+01,2.520161247253417969e+01,5.573614062500000000e+04,-2.461102148437500000e+04,6.092798828125000000e+04,-2.382448196411132812e+01,1.000000000000000000e+00,9.036007497797982069e-08,9.149621129035949707e-01,8.000000000000000000e+00,9.949766397476196289e-01,6.095756292343139648e-01,-1.154471893310546875e+02,5.455056950449943542e-02,8.841701596975326538e-02,1.000485372060211375e-05,-9.162271118164062500e+01,9.999999747378751636e-06,2.129045547917485237e-03,5.573614062500000000e+04,-2.461102148437500000e+04,6.092798828125000000e+04,-2.382448196411132812e+01
3.700000000000000000e+01,2.003205108642578125e+01,5.811178515625000000e+04,-2.852102343750000000e+04,6.473351562500000000e+04,-2.614161300659179688e+01,1.000000000000000000e+00,8.322591327214468038e-08,8.887481689453125000e-01,8.000000000000000000e+00,9.955283999443054199e-01,6.476941108703613281e-01,-1.171634292602539062e+02,6.594938784837722778e-02,1.005947366356849670e-01,1.000554493657546118e-05,-9.102180480957031250e+01,9.999999747378751636e-06,2.193416701629757881e-03,5.811178515625000000e+04,-2.852102343750000000e+04,6.473351562500000000e+04,-2.614161300659179688e+01
3.800000000000000000e+01,1.578282833099365234e+01,6.097275781250000000e+04,-3.351416015625000000e+04,6.957640625000000000e+04,-2.879574394226074219e+01,1.000000000000000000e+00,8.733728407150920248e-08,8.532491326332092285e-01,8.000000000000000000e+00,9.959675073623657227e-01,6.960709691047668457e-01,-1.193287582397460938e+02,8.069249242544174194e-02,1.145292818546295166e-01,1.000441079668235034e-05,-9.053302001953125000e+01,9.999999747378751636e-06,2.190874423831701279e-03,6.097275781250000000e+04,-3.351416015625000000e+04,6.957640625000000000e+04,-2.879574394226074219e+01
3.900000000000000000e+01,1.260080623626708984e+01,6.407372265625000000e+04,-3.917313671875000000e+04,7.509978125000000000e+04,-3.144061470031738281e+01,1.000000000000000000e+00,8.514770399870030815e-08,8.091185092926025391e-01,8.000000000000000000e+00,9.962867498397827148e-01,7.512384653091430664e-01,-1.216035690307617188e+02,9.585065394639968872e-02,1.260649710893630981e-01,1.000320571620250121e-05,-9.016295623779296875e+01,9.999999747378751636e-06,1.947055105119943619e-03,6.407372265625000000e+04,-3.917313671875000000e+04,7.509978125000000000e+04,-3.144061470031738281e+01
4.000000000000000000e+01,9.973403930664062500e+00,6.754342968750000000e+04,-4.521544531250000000e+04,8.128069531250000000e+04,-3.379944992065429688e+01,1.000000000000000000e+00,8.350212965524406172e-08,7.607220411300659180e-01,8.000000000000000000e+00,9.966928362846374512e-01,8.131382465362548828e-01,-1.236577453613281250e+02,1.088582947850227356e-01,1.322849094867706299e-01,1.000407610263209790e-05,-8.985829925537109375e+01,9.999999747378751636e-06,1.878002076409757137e-03,6.754342968750000000e+04,-4.521544531250000000e+04,8.128069531250000000e+04,-3.379944992065429688e+01
4.100000000000000000e+01,7.971938610076904297e+00,7.108146093750000000e+04,-5.080910937500000000e+04,8.737357031250000000e+04,-3.555722808837890625e+01,1.000000000000000000e+00,8.529622874675624189e-08,7.143943309783935547e-01,8.000000000000000000e+00,9.970923066139221191e-01,8.740858435630798340e-01,-1.251792831420898438e+02,1.177596673369407654e-01,1.331290155649185181e-01,1.000400789052946493e-05,-8.962206268310546875e+01,9.999999747378751636e-06,1.645341864787042141e-03,7.108146093750000000e+04,-5.080910937500000000e+04,8.737357031250000000e+04,-3.555722808837890625e+01
4.200000000000000000e+01,6.275100231170654297e+00,7.512755468750000000e+04,-5.630553906250000000e+04,9.388537500000000000e+04,-3.685030746459960938e+01,1.000000000000000000e+00,7.981585525840273476e-08,6.676176786422729492e-01,8.000000000000000000e+00,9.975342154502868652e-01,9.392697811126708984e-01,-1.262693939208984375e+02,1.253120750188827515e-01,1.318360120058059692e-01,1.000443171506049111e-05,-8.941908264160156250e+01,9.999999747378751636e-06,1.397706451825797558e-03,7.512755468750000000e+04,-5.630553906250000000e+04,9.388537500000000000e+04,-3.685030746459960938e+01
4.300000000000000000e+01,5.013369083404541016e+00,7.924232031250000000e+04,-6.113338671875000000e+04,1.000831484375000000e+05,-3.764925384521484375e+01,1.000000000000000000e+00,7.796950995953011443e-08,6.216620206832885742e-01,8.000000000000000000e+00,9.980434775352478027e-01,1.001342415809631348e+00,-1.269227447509765625e+02,1.306124776601791382e-01,1.288960576057434082e-01,1.000510565063450485e-05,-8.927349090576171875e+01,9.999999747378751636e-06,1.245168619789183140e-03,7.924232031250000000e+04,-6.113338671875000000e+04,1.000831484375000000e+05,-3.764925384521484375e+01
4.400000000000000000e+01,3.985969305038452148e+00,8.365259375000000000e+04,-6.536705468750000000e+04,1.061631171875000000e+05,-3.800445938110351562e+01,1.000000000000000000e+00,6.936102181498426944e-08,5.810967087745666504e-01,8.000000000000000000e+00,9.985028505325317383e-01,1.062119841575622559e+00,-1.271447677612304688e+02,1.366181075572967529e-01,1.271008700132369995e-01,1.000460270006442443e-05,-8.914030456542968750e+01,9.999999747378751636e-06,1.077495398931205273e-03,8.365259375000000000e+04,-6.536705468750000000e+04,1.061631171875000000e+05,-3.800445938110351562e+01
4.500000000000000000e+01,3.175812959671020508e+00,8.811382031250000000e+04,-6.900434375000000000e+04,1.119180234375000000e+05,-3.806546783447265625e+01,1.000000000000000000e+00,6.901225901856378186e-08,5.483999848365783691e-01,8.000000000000000000e+00,9.988181591033935547e-01,1.119533658027648926e+00,-1.271046142578125000e+02,1.441044211387634277e-01,1.271929591894149780e-01,1.000315751298330724e-05,-8.903915405273437500e+01,9.999999747378751636e-06,9.585499064996838570e-04,8.811382031250000000e+04,-6.900434375000000000e+04,1.119180234375000000e+05,-3.806546783447265625e+01
4.600000000000000000e+01,2.516103029251098633e+00,9.140773437500000000e+04,-7.312089843750000000e+04,1.170557109375000000e+05,-3.865778732299804688e+01,1.000000000000000000e+00,9.650183585563354427e-08,5.336812138557434082e-01,8.000000000000000000e+00,9.675644040107727051e-01,1.133929610252380371e+00,-1.715541839599609375e+02,9.252617508172988892e-02,8.063391596078872681e-02,9.687092642707284540e-06,-1.328963928222656250e+02,9.999999747378751636e-06,4.390915855765342712e-04,9.140773437500000000e+04,-7.312089843750000000e+04,1.170557109375000000e+05,-3.865778732299804688e+01
4.700000000000000000e+01,1.995530009269714355e+00,9.499577343750000000e+04,-7.476194531250000000e+04,1.208865000000000000e+05,-3.820284652709960938e+01,1.000000000000000000e+00,7.227409781762617058e-08,5.115619301795959473e-01,8.000000000000000000e+00,9.867773056030273438e-01,1.232869505882263184e+00,-1.611910705566406250e+02,1.240872815251350403e-01,9.946098923683166504e-02,1.019856972561683506e-05,-1.229882278442382812e+02,9.999999747378751636e-06,4.335385165177285671e-04,9.499577343750000000e+04,-7.476194531250000000e+04,1.208865000000000000e+05,-3.820284652709960938e+01
